case,relative_hour,wind_speed_m_s,b,n,s
BCwave_b1n3,-16,33.00483442505105,1.0,3,0
BCwave_b1n3,-15,33.96711034366725,1.0,3,0
BCwave_b1n3,-14,33.44007882921212,1.0,3,0
BCwave_b1n3,-13,32.839017018786926,1.0,3,0
BCwave_b1n3,-12,32.849093548898075,1.0,3,0
BCwave_b1n3,-11,32.94566073621459,1.0,3,0
BCwave_b1n3,-10,32.86652511207107,1.0,3,0
BCwave_b1n3,-9,32.926208341792496,1.0,3,0
BCwave_b1n3,-8,32.16469405718512,1.0,3,0
BCwave_b1n3,-7,32.05342780294958,1.0,3,0
BCwave_b1n3,-6,32.678570388701274,1.0,3,0
BCwave_b1n3,-5,33.51666650912936,1.0,3,0
BCwave_b1n3,-4,34.036812148654576,1.0,3,0
BCwave_b1n3,-3,34.61502613832487,1.0,3,0
BCwave_b1n3,-2,34.93513009524046,1.0,3,0
BCwave_b1n3,-1,35.09992745227175,1.0,3,0
BCwave_b1n3,0,35.12693088289142,1.0,3,0
BCwave_b1n3,1,35.19331901707637,1.0,3,0
BCwave_b1n3,2,35.35697761224254,1.0,3,0
BCwave_b1n3,3,35.473877067925514,1.0,3,0
BCwave_b1n3,4,35.51951695110411,1.0,3,0
BCwave_b1n3,5,35.51227204436549,1.0,3,0
BCwave_b1n3,6,35.473862516109925,1.0,3,0
BCwave_b1n3,7,35.429108271703726,1.0,3,0
BCwave_b1n3,8,35.377746377298095,1.0,3,0
BCwave_b1n3,9,35.3196420970057,1.0,3,0
BCwave_b1n3,10,35.236225539457315,1.0,3,0
BCwave_b1n3,11,35.14989094253941,1.0,3,0
BCwave_b1n3s10,-27,32.554968855075415,1.0,3,10
BCwave_b1n3s10,-26,32.416957964714705,1.0,3,10
BCwave_b1n3s10,-25,32.960643232360034,1.0,3,10
BCwave_b1n3s10,-24,32.47380363804891,1.0,3,10
BCwave_b1n3s10,-23,32.76865887664389,1.0,3,10
BCwave_b1n3s10,-22,32.94503751297393,1.0,3,10
BCwave_b1n3s10,-21,33.18236305325052,1.0,3,10
BCwave_b1n3s10,-20,33.83645455648256,1.0,3,10
BCwave_b1n3s10,-19,34.231040526386344,1.0,3,10
BCwave_b1n3s10,-18,34.4056656014986,1.0,3,10
BCwave_b1n3s10,-17,34.19838415561363,1.0,3,10
BCwave_b1n3s10,-16,34.335919113963925,1.0,3,10
BCwave_b1n3s10,-15,34.32954711727254,1.0,3,10
BCwave_b1n3s10,-14,34.56805870540239,1.0,3,10
BCwave_b1n3s10,-13,35.063580260716115,1.0,3,10
BCwave_b1n3s10,-12,35.091771079451206,1.0,3,10
BCwave_b1n3s10,-11,35.053072102483725,1.0,3,10
BCwave_b1n3s10,-10,34.73434679074312,1.0,3,10
BCwave_b1n3s10,-9,34.790907495286945,1.0,3,10
BCwave_b1n3s10,-8,36.071654864090625,1.0,3,10
BCwave_b1n3s10,-7,36.362953142883434,1.0,3,10
BCwave_b1n3s10,-6,35.65446897670093,1.0,3,10
BCwave_b1n3s10,-5,34.915467913526946,1.0,3,10
BCwave_b1n3s10,-4,35.441773390451054,1.0,3,10
BCwave_b1n3s10,-3,35.59049263494516,1.0,3,10
BCwave_b1n3s10,-2,34.494219253094684,1.0,3,10
BCwave_b1n3s10,-1,33.826562299208085,1.0,3,10
BCwave_b1n3s10,0,33.83638301304263,1.0,3,10
BCwave_b1n3s10,1,32.846741423726,1.0,3,10
BCwave_b1n3s10,2,32.64598135965683,1.0,3,10
BCwave_b1n3s10,3,31.924692604434224,1.0,3,10
BCwave_b1n3s10,4,31.05875531129358,1.0,3,10
BCwave_b1n3s10,5,30.974426117628113,1.0,3,10
BCwave_b1n3s10,6,29.968556873004374,1.0,3,10
BCwave_b1n3s10,7,29.81800538030764,1.0,3,10
BCwave_b1n3s10,8,29.77365839794656,1.0,3,10
BCwave_b1n3s10,9,29.689871009967,1.0,3,10
BCwave_b1n3s10,10,29.499808997797516,1.0,3,10
BCwave_b1n3s10,11,29.54426885680534,1.0,3,10
BCwave_b1n3s10,12,29.615216385881975,1.0,3,10
BCwave_b1n3s10,13,29.62347327000031,1.0,3,10
BCwave_b1n3s10,14,29.589885273121943,1.0,3,10
BCwave_b1n3s10,15,30.11088946249423,1.0,3,10
BCwave_b1n3s10,16,30.620811983709995,1.0,3,10
BCwave_b1n3s10,17,31.12176049505025,1.0,3,10
BCwave_b1n3s10,18,31.70302197700749,1.0,3,10
BCwave_b1n3s10,19,32.332365594488415,1.0,3,10
BCwave_b1n3s10,20,32.94217768949257,1.0,3,10
BCwave_b1n3s10,21,33.4805000011624,1.0,3,10
BCwave_b1n3s10,22,33.91765076837517,1.0,3,10
BCwave_b1n3s10,23,34.20877422768571,1.0,3,10
BCwave_b1n3s10,24,34.35053759164465,1.0,3,10
BCwave_b1n3s10,25,34.467828214750284,1.0,3,10
BCwave_b1n3s10,26,34.648544910264945,1.0,3,10
BCwave_b1n3s10,27,35.05393296136008,1.0,3,10
BCwave_b1n3s5,-27,30.420126060168023,1.0,3,5
BCwave_b1n3s5,-26,29.642426793196467,1.0,3,5
BCwave_b1n3s5,-25,29.45885222377766,1.0,3,5
BCwave_b1n3s5,-24,29.041599836805727,1.0,3,5
BCwave_b1n3s5,-23,28.696793822995048,1.0,3,5
BCwave_b1n3s5,-22,28.591911335977038,1.0,3,5
BCwave_b1n3s5,-21,28.3529250663015,1.0,3,5
BCwave_b1n3s5,-20,28.735870549612432,1.0,3,5
BCwave_b1n3s5,-19,28.894038817659258,1.0,3,5
BCwave_b1n3s5,-18,28.630732545122815,1.0,3,5
BCwave_b1n3s5,-17,28.53609788959163,1.0,3,5
BCwave_b1n3s5,-16,28.485257991279376,1.0,3,5
BCwave_b1n3s5,-15,28.76852744084872,1.0,3,5
BCwave_b1n3s5,-14,29.07678411650646,1.0,3,5
BCwave_b1n3s5,-13,29.445259930733016,1.0,3,5
BCwave_b1n3s5,-12,29.884929027023727,1.0,3,5
BCwave_b1n3s5,-11,30.41781577470331,1.0,3,5
BCwave_b1n3s5,-10,30.96740330377854,1.0,3,5
BCwave_b1n3s5,-9,31.47998546250925,1.0,3,5
BCwave_b1n3s5,-8,31.923959572191798,1.0,3,5
BCwave_b1n3s5,-7,32.27799963672402,1.0,3,5
BCwave_b1n3s5,-6,32.529576539617594,1.0,3,5
BCwave_b1n3s5,-5,32.711289755897276,1.0,3,5
BCwave_b1n3s5,-4,32.8627890847456,1.0,3,5
BCwave_b1n3s5,-3,32.996553664606104,1.0,3,5
BCwave_b1n3s5,-2,33.13442445687757,1.0,3,5
BCwave_b1n3s5,-1,33.28760240068437,1.0,3,5
BCwave_b1n3s5,0,33.38831011308367,1.0,3,5
BCwave_b1n3s5,1,33.33055860610976,1.0,3,5
BCwave_b1n3s5,2,33.09250012800034,1.0,3,5
BCwave_b1n3s5,3,32.780301716820205,1.0,3,5
BCwave_b1n3s5,4,32.56996054784512,1.0,3,5
BCwave_b1n3s5,5,32.390241884378796,1.0,3,5
BCwave_b1n3s5,6,32.28713426104194,1.0,3,5
BCwave_b1n3s5,7,32.10539526016989,1.0,3,5
BCwave_b1n3s5,8,31.921519888611556,1.0,3,5
BCwave_b1n3s5,9,31.6030251813687,1.0,3,5
BCwave_b1n3s5,10,31.20224706664869,1.0,3,5
BCwave_b1n3s5,11,31.251307986694858,1.0,3,5
BCwave_b1n3s5,12,31.288814720311,1.0,3,5
BCwave_b1n3s5,13,31.229560105218614,1.0,3,5
BCwave_b1n3s5,14,31.12794565269263,1.0,3,5
BCwave_b1n3s5,15,31.063315223359748,1.0,3,5
BCwave_b1n3s5,16,31.049254587639158,1.0,3,5
BCwave_b1n3s5,17,31.087406564910587,1.0,3,5
BCwave_b1n3s5,18,31.130571367472246,1.0,3,5
BCwave_b1n3s5,19,31.15009073967936,1.0,3,5
BCwave_b1n3s5,20,31.164127568009494,1.0,3,5
BCwave_b1n3s5,21,31.192607315075993,1.0,3,5
BCwave_b1n3s5,22,31.261575496994183,1.0,3,5
BCwave_b1n3s5,23,31.343058001825884,1.0,3,5
BCwave_b1n3s5,24,31.397793225602303,1.0,3,5
BCwave_b1n3s5,25,31.38318090386572,1.0,3,5
BCwave_b1n3s5,26,31.573616626935664,1.0,3,5
BCwave_b1n3s5,27,31.570816461662428,1.0,3,5
BCwave_b1n6s10,-27,30.301623523230276,1.0,6,10
BCwave_b1n6s10,-26,30.45078177566712,1.0,6,10
BCwave_b1n6s10,-25,30.504054939093574,1.0,6,10
BCwave_b1n6s10,-24,31.028224783020605,1.0,6,10
BCwave_b1n6s10,-23,31.427321046477,1.0,6,10
BCwave_b1n6s10,-22,31.67507114737444,1.0,6,10
BCwave_b1n6s10,-21,31.626744645404237,1.0,6,10
BCwave_b1n6s10,-20,31.247541467340994,1.0,6,10
BCwave_b1n6s10,-19,31.85460385556133,1.0,6,10
BCwave_b1n6s10,-18,32.219882819738984,1.0,6,10
BCwave_b1n6s10,-17,32.15589146046527,1.0,6,10
BCwave_b1n6s10,-16,31.746434788976288,1.0,6,10
BCwave_b1n6s10,-15,31.110737534491612,1.0,6,10
BCwave_b1n6s10,-14,30.77472718456735,1.0,6,10
BCwave_b1n6s10,-13,31.15728848326973,1.0,6,10
BCwave_b1n6s10,-12,31.291197598826574,1.0,6,10
BCwave_b1n6s10,-11,30.97034311046228,1.0,6,10
BCwave_b1n6s10,-10,30.516846716075694,1.0,6,10
BCwave_b1n6s10,-9,30.68767439265,1.0,6,10
BCwave_b1n6s10,-8,30.43618401721098,1.0,6,10
BCwave_b1n6s10,-7,30.047934495417405,1.0,6,10
BCwave_b1n6s10,-6,30.130613833397167,1.0,6,10
BCwave_b1n6s10,-5,30.067706239497337,1.0,6,10
BCwave_b1n6s10,-4,29.893930002404446,1.0,6,10
BCwave_b1n6s10,-3,29.988740608559116,1.0,6,10
BCwave_b1n6s10,-2,29.993456610493247,1.0,6,10
BCwave_b1n6s10,-1,29.998761476664246,1.0,6,10
BCwave_b1n6s10,0,30.104987471714477,1.0,6,10
BCwave_b1n6s10,1,30.12377314706437,1.0,6,10
BCwave_b1n6s10,2,30.19499356629638,1.0,6,10
BCwave_b1n6s10,3,30.591572086341877,1.0,6,10
BCwave_b1n6s10,4,30.714561519052094,1.0,6,10
BCwave_b1n6s10,5,30.775559306471806,1.0,6,10
BCwave_b1n6s10,6,30.618007329851935,1.0,6,10
BCwave_b1n6s10,7,30.352830393987947,1.0,6,10
BCwave_b1n6s10,8,30.32558011226489,1.0,6,10
BCwave_b1n6s10,9,30.292713163194286,1.0,6,10
BCwave_b1n6s10,10,30.33311059212771,1.0,6,10
BCwave_b1n6s10,11,30.891833109326086,1.0,6,10
BCwave_b1n6s10,12,31.296034866217298,1.0,6,10
BCwave_b1n6s10,13,31.425382865274866,1.0,6,10
BCwave_b1n6s10,14,31.281968622520356,1.0,6,10
BCwave_b1n6s10,15,30.946129325203387,1.0,6,10
BCwave_b1n6s10,16,30.587489064799495,1.0,6,10
BCwave_b1n6s10,17,30.51067390751575,1.0,6,10
BCwave_b1n6s10,18,30.76614001755109,1.0,6,10
BCwave_b2n1,-27,44.842636672489256,2.0,1,0
BCwave_b2n1,-26,46.13182527756059,2.0,1,0
BCwave_b2n1,-25,46.028708259561036,2.0,1,0
BCwave_b2n1,-24,47.308833700059395,2.0,1,0
BCwave_b2n1,-23,47.80262951534351,2.0,1,0
BCwave_b2n1,-22,48.405557433725996,2.0,1,0
BCwave_b2n1,-21,49.222926732795926,2.0,1,0
BCwave_b2n1,-20,49.91388715262893,2.0,1,0
BCwave_b2n1,-19,50.846399996673924,2.0,1,0
BCwave_b2n1,-18,50.32898418180707,2.0,1,0
BCwave_b2n1,-17,51.26882623062855,2.0,1,0
BCwave_b2n1,-16,51.32344053498287,2.0,1,0
BCwave_b2n1,-15,51.301816564645684,2.0,1,0
BCwave_b2n1,-14,51.987555407099,2.0,1,0
BCwave_b2n1,-13,51.9610930843349,2.0,1,0
BCwave_b2n1,-12,52.76862784972191,2.0,1,0
BCwave_b2n1,-11,52.8997959607194,2.0,1,0
BCwave_b2n1,-10,52.52788807899484,2.0,1,0
BCwave_b2n1,-9,53.324433241663,2.0,1,0
BCwave_b2n1,-8,52.43301185337592,2.0,1,0
BCwave_b2n1,-7,52.753292806276214,2.0,1,0
BCwave_b2n1,-6,52.64131301104841,2.0,1,0
BCwave_b2n1,-5,53.030791311619446,2.0,1,0
BCwave_b2n1,-4,53.700995221869064,2.0,1,0
BCwave_b2n1,-3,53.477841373219555,2.0,1,0
BCwave_b2n1,-2,55.178801117884205,2.0,1,0
BCwave_b2n1,-1,56.43502536616755,2.0,1,0
BCwave_b2n1,0,56.14205119567386,2.0,1,0
BCwave_b2n1,1,56.021845703285386,2.0,1,0
BCwave_b2n1,2,58.74770822834434,2.0,1,0
BCwave_b2n1,3,57.49982406250465,2.0,1,0
BCwave_b2n1,4,59.07757681337144,2.0,1,0
BCwave_b2n1,5,59.62602921782991,2.0,1,0
BCwave_b2n1,6,59.58365058556947,2.0,1,0
BCwave_b2n1,7,59.446814424762756,2.0,1,0
BCwave_b2n1,8,60.0313403232902,2.0,1,0
BCwave_b2n1,9,59.84833730907446,2.0,1,0
BCwave_b2n1,10,60.3997100073214,2.0,1,0
BCwave_b2n1,11,61.346651254383154,2.0,1,0
BCwave_b2n1,12,60.05947741918289,2.0,1,0
BCwave_b2n1,13,61.01279598566718,2.0,1,0
BCwave_b2n1,14,60.35752970786093,2.0,1,0
BCwave_b2n1,15,59.228523490933696,2.0,1,0
BCwave_b2n1,16,58.087867766096196,2.0,1,0
BCwave_b2n1,17,57.164161029147294,2.0,1,0
BCwave_b2n1,18,55.96924709668872,2.0,1,0
BCwave_b2n1,19,55.34432163378046,2.0,1,0
BCwave_b2n1,20,54.76207691812707,2.0,1,0
BCwave_b2n1,21,54.24873671125958,2.0,1,0
BCwave_b2n1,22,54.04611864680034,2.0,1,0
BCwave_b2n1,23,54.52691238069081,2.0,1,0
BCwave_b2n1,24,54.93728155929706,2.0,1,0
BCwave_b2n1,25,55.320197383174815,2.0,1,0
BCwave_b2n1,26,55.84574474203256,2.0,1,0
BCwave_b2n1,27,56.935663145981934,2.0,1,0
BCwave_b2n1s-10,-27,44.479408481790614,2.0,1,-10
BCwave_b2n1s-10,-26,45.163573533020006,2.0,1,-10
BCwave_b2n1s-10,-25,45.728651542285874,2.0,1,-10
BCwave_b2n1s-10,-24,45.83638440240549,2.0,1,-10
BCwave_b2n1s-10,-23,46.26136168358301,2.0,1,-10
BCwave_b2n1s-10,-22,46.58299129163864,2.0,1,-10
BCwave_b2n1s-10,-21,46.68766396857978,2.0,1,-10
BCwave_b2n1s-10,-20,47.34441139744274,2.0,1,-10
BCwave_b2n1s-10,-19,47.72695105815408,2.0,1,-10
BCwave_b2n1s-10,-18,47.804719833045624,2.0,1,-10
BCwave_b2n1s-10,-17,48.25094987282207,2.0,1,-10
BCwave_b2n1s-10,-16,48.46927070879892,2.0,1,-10
BCwave_b2n1s-10,-15,48.95960447929141,2.0,1,-10
BCwave_b2n1s-10,-14,49.1025729917741,2.0,1,-10
BCwave_b2n1s-10,-13,49.013852408755824,2.0,1,-10
BCwave_b2n1s-10,-12,49.39711595633812,2.0,1,-10
BCwave_b2n1s-10,-11,50.1014901302092,2.0,1,-10
BCwave_b2n1s-10,-10,50.01607112689815,2.0,1,-10
BCwave_b2n1s-10,-9,49.83456740105823,2.0,1,-10
BCwave_b2n1s-10,-8,50.09696935446169,2.0,1,-10
BCwave_b2n1s-10,-7,50.66937041884251,2.0,1,-10
BCwave_b2n1s-10,-6,50.761884619112074,2.0,1,-10
BCwave_b2n1s-10,-5,51.02230678352919,2.0,1,-10
BCwave_b2n1s-10,-4,52.024373964419084,2.0,1,-10
BCwave_b2n1s-10,-3,52.00379843249686,2.0,1,-10
BCwave_b2n1s-10,-2,51.82881493955289,2.0,1,-10
BCwave_b2n1s-10,-1,52.470063574513965,2.0,1,-10
BCwave_b2n1s-10,0,52.26436092759535,2.0,1,-10
BCwave_b2n1s-10,1,51.55036793337466,2.0,1,-10
BCwave_b2n1s-10,2,52.491904894816486,2.0,1,-10
BCwave_b2n1s-10,3,51.5571953160321,2.0,1,-10
BCwave_b2n1s-10,4,51.92727186500421,2.0,1,-10
BCwave_b2n1s-10,5,50.7928751920604,2.0,1,-10
BCwave_b2n1s-10,6,51.16432859063661,2.0,1,-10
BCwave_b2n1s-10,7,50.402168370358964,2.0,1,-10
BCwave_b2n1s-10,8,50.970233045414155,2.0,1,-10
BCwave_b2n1s-10,9,50.10537913794459,2.0,1,-10
BCwave_b2n1s-10,10,49.24478482329577,2.0,1,-10
BCwave_b2n1s-10,11,48.2382230986018,2.0,1,-10
BCwave_b2n1s-10,12,47.289052396429575,2.0,1,-10
BCwave_b2n1s-10,13,45.83283367230146,2.0,1,-10
BCwave_b2n1s-10,14,44.570882390039216,2.0,1,-10
BCwave_b2n1s-10,15,43.549085275492864,2.0,1,-10
BCwave_b2n1s-10,16,42.45598077372738,2.0,1,-10
BCwave_b2n1s-10,17,41.590305107329755,2.0,1,-10
BCwave_b2n1s-10,18,41.54379419341892,2.0,1,-10
BCwave_b2n1s-10,19,41.562467219537126,2.0,1,-10
BCwave_b2n1s-10,20,41.4547454788465,2.0,1,-10
BCwave_b2n1s-10,21,41.43673821339103,2.0,1,-10
BCwave_b2n1s-10,22,41.44394347730485,2.0,1,-10
BCwave_b2n1s-10,23,41.26131722004114,2.0,1,-10
BCwave_b2n1s-10,24,41.30996393843543,2.0,1,-10
BCwave_b2n1s-10,25,41.198864946721514,2.0,1,-10
BCwave_b2n1s-10,26,40.81290034465317,2.0,1,-10
BCwave_b2n1s-10,27,40.90747306316167,2.0,1,-10
BCwave_b2n1s-5,-27,46.51847765973856,2.0,1,-5
BCwave_b2n1s-5,-26,46.70968456537569,2.0,1,-5
BCwave_b2n1s-5,-25,47.09850895356962,2.0,1,-5
BCwave_b2n1s-5,-24,47.41085909545449,2.0,1,-5
BCwave_b2n1s-5,-23,47.05673215245342,2.0,1,-5
BCwave_b2n1s-5,-22,47.744737224784366,2.0,1,-5
BCwave_b2n1s-5,-21,47.32993428192487,2.0,1,-5
BCwave_b2n1s-5,-20,48.2799673050403,2.0,1,-5
BCwave_b2n1s-5,-19,47.645395213646694,2.0,1,-5
BCwave_b2n1s-5,-18,47.6153441989281,2.0,1,-5
BCwave_b2n1s-5,-17,48.344254907525944,2.0,1,-5
BCwave_b2n1s-5,-16,48.67853784788457,2.0,1,-5
BCwave_b2n1s-5,-15,49.554570827803694,2.0,1,-5
BCwave_b2n1s-5,-14,50.47043228213134,2.0,1,-5
BCwave_b2n1s-5,-13,50.64500460613134,2.0,1,-5
BCwave_b2n1s-5,-12,50.59624411319241,2.0,1,-5
BCwave_b2n1s-5,-11,51.06639187022725,2.0,1,-5
BCwave_b2n1s-5,-10,51.71943012367495,2.0,1,-5
BCwave_b2n1s-5,-9,52.26721935092735,2.0,1,-5
BCwave_b2n1s-5,-8,53.013459612841054,2.0,1,-5
BCwave_b2n1s-5,-7,53.858696758332975,2.0,1,-5
BCwave_b2n1s-5,-6,53.93984015111444,2.0,1,-5
BCwave_b2n1s-5,-5,53.894745284140626,2.0,1,-5
BCwave_b2n1s-5,-4,55.35284308723595,2.0,1,-5
BCwave_b2n1s-5,-3,56.00273519503006,2.0,1,-5
BCwave_b2n1s-5,-2,55.363000884981425,2.0,1,-5
BCwave_b2n1s-5,-1,57.35626522833202,2.0,1,-5
BCwave_b2n1s-5,0,56.6835375206515,2.0,1,-5
BCwave_b2n1s-5,1,55.736664413925915,2.0,1,-5
BCwave_b2n1s-5,2,57.49320162988423,2.0,1,-5
BCwave_b2n1s-5,3,55.592557948798564,2.0,1,-5
BCwave_b2n1s-5,4,57.31829520309448,2.0,1,-5
BCwave_b2n1s-5,5,56.01819214076341,2.0,1,-5
BCwave_b2n1s-5,6,57.30957023311761,2.0,1,-5
BCwave_b2n1s-5,7,55.78436884606211,2.0,1,-5
BCwave_b2n1s-5,8,56.5807481058219,2.0,1,-5
BCwave_b2n1s-5,9,56.4565550815587,2.0,1,-5
BCwave_b2n1s-5,10,56.270900385457324,2.0,1,-5
BCwave_b2n1s-5,11,56.643519879823536,2.0,1,-5
BCwave_b2n1s-5,12,55.63839294846834,2.0,1,-5
BCwave_b2n1s-5,13,53.553960028742786,2.0,1,-5
BCwave_b2n1s-5,14,52.29196627609816,2.0,1,-5
BCwave_b2n1s-5,15,51.27648520906124,2.0,1,-5
BCwave_b2n1s-5,16,49.9746768740731,2.0,1,-5
BCwave_b2n1s-5,17,48.53237661536075,2.0,1,-5
BCwave_b2n1s-5,18,48.48052655215723,2.0,1,-5
BCwave_b2n1s-5,19,48.39560935915446,2.0,1,-5
BCwave_b2n1s-5,20,47.938123112707174,2.0,1,-5
BCwave_b2n1s-5,21,47.688091679558035,2.0,1,-5
BCwave_b2n1s-5,22,47.87200044278217,2.0,1,-5
BCwave_b2n1s-5,23,48.123197259871795,2.0,1,-5
BCwave_b2n1s-5,24,48.664016954269854,2.0,1,-5
BCwave_b2n1s-5,25,49.22351845308574,2.0,1,-5
BCwave_b2n1s-5,26,50.03214313462656,2.0,1,-5
BCwave_b2n1s-5,27,51.917025096346165,2.0,1,-5
BCwave_b2n1s10,-27,39.56836195085938,2.0,1,10
BCwave_b2n1s10,-26,42.11664208057342,2.0,1,10
BCwave_b2n1s10,-25,44.06980776967831,2.0,1,10
BCwave_b2n1s10,-24,43.44185649220752,2.0,1,10
BCwave_b2n1s10,-23,46.39231412231412,2.0,1,10
BCwave_b2n1s10,-22,47.192298288724814,2.0,1,10
BCwave_b2n1s10,-21,46.933391597899835,2.0,1,10
BCwave_b2n1s10,-20,48.53000338900442,2.0,1,10
BCwave_b2n1s10,-19,49.40805042904116,2.0,1,10
BCwave_b2n1s10,-18,49.526527303686954,2.0,1,10
BCwave_b2n1s10,-17,50.19564292253488,2.0,1,10
BCwave_b2n1s10,-16,51.05073391532784,2.0,1,10
BCwave_b2n1s10,-15,50.84782614163977,2.0,1,10
BCwave_b2n1s10,-14,51.63479221685527,2.0,1,10
BCwave_b2n1s10,-13,51.88006418623944,2.0,1,10
BCwave_b2n1s10,-12,52.874187935295936,2.0,1,10
BCwave_b2n1s10,-11,53.91382007344937,2.0,1,10
BCwave_b2n1s10,-10,54.82283456700967,2.0,1,10
BCwave_b2n1s10,-9,56.05814608365486,2.0,1,10
BCwave_b2n1s10,-8,56.673304670709,2.0,1,10
BCwave_b2n1s10,-7,57.632359558716516,2.0,1,10
BCwave_b2n1s10,-6,58.47155011220954,2.0,1,10
BCwave_b2n1s10,-5,58.6934658947717,2.0,1,10
BCwave_b2n1s10,-4,59.81178411271768,2.0,1,10
BCwave_b2n1s10,-3,60.35932305829938,2.0,1,10
BCwave_b2n1s10,-2,60.05600216925923,2.0,1,10
BCwave_b2n1s10,-1,61.15882698147109,2.0,1,10
BCwave_b2n1s10,0,61.272938451662114,2.0,1,10
BCwave_b2n1s10,1,60.523342371170884,2.0,1,10
BCwave_b2n1s10,2,61.81096526001726,2.0,1,10
BCwave_b2n1s10,3,61.83645602590198,2.0,1,10
BCwave_b2n1s10,4,61.395137499419036,2.0,1,10
BCwave_b2n1s10,5,61.90415181948617,2.0,1,10
BCwave_b2n1s10,6,62.11297658421246,2.0,1,10
BCwave_b2n1s10,7,61.48462100345896,2.0,1,10
BCwave_b2n1s10,8,60.94388437311667,2.0,1,10
BCwave_b2n1s10,9,59.32061270714817,2.0,1,10
BCwave_b2n1s10,10,55.44279351800003,2.0,1,10
BCwave_b2n1s10,11,52.930699202623835,2.0,1,10
BCwave_b2n1s10,12,54.19616203836355,2.0,1,10
BCwave_b2n1s10,13,54.43842377459237,2.0,1,10
BCwave_b2n1s10,14,58.01864157369678,2.0,1,10
BCwave_b2n1s10,15,59.820209882451586,2.0,1,10
BCwave_b2n1s10,16,60.91777231793864,2.0,1,10
BCwave_b2n1s10,17,62.80219530520833,2.0,1,10
BCwave_b2n1s10,18,60.9542078612727,2.0,1,10
BCwave_b2n1s10,19,65.85187911139244,2.0,1,10
BCwave_b2n1s10,20,61.99860667393896,2.0,1,10
BCwave_b2n1s10,21,64.78135512336836,2.0,1,10
BCwave_b2n1s10,22,60.561796089361636,2.0,1,10
BCwave_b2n1s10,23,61.27554670144753,2.0,1,10
BCwave_b2n1s10,24,58.743635681622514,2.0,1,10
BCwave_b2n1s10,25,56.44607169659911,2.0,1,10
BCwave_b2n1s10,26,55.13844563863745,2.0,1,10
BCwave_b2n1s10,27,55.31274138834236,2.0,1,10
BCwave_b2n1s5,-27,28.9709876820152,2.0,1,5
BCwave_b2n1s5,-26,29.924528278599105,2.0,1,5
BCwave_b2n1s5,-25,30.85600437376193,2.0,1,5
BCwave_b2n1s5,-24,31.952022947673118,2.0,1,5
BCwave_b2n1s5,-23,32.9428492155232,2.0,1,5
BCwave_b2n1s5,-22,33.96547822101682,2.0,1,5
BCwave_b2n1s5,-21,34.95658491640173,2.0,1,5
BCwave_b2n1s5,-20,35.902744378422646,2.0,1,5
BCwave_b2n1s5,-19,37.112933488668325,2.0,1,5
BCwave_b2n1s5,-18,38.18032736760608,2.0,1,5
BCwave_b2n1s5,-17,39.33556659955136,2.0,1,5
BCwave_b2n1s5,-16,40.5925839046203,2.0,1,5
BCwave_b2n1s5,-15,41.60639763013383,2.0,1,5
BCwave_b2n1s5,-14,42.71483148830224,2.0,1,5
BCwave_b2n1s5,-13,43.85668892454593,2.0,1,5
BCwave_b2n1s5,-12,44.93734752037923,2.0,1,5
BCwave_b2n1s5,-11,46.0333202332686,2.0,1,5
BCwave_b2n1s5,-10,46.64782070503834,2.0,1,5
BCwave_b2n1s5,-9,47.908576106458305,2.0,1,5
BCwave_b2n1s5,-8,48.944489853052495,2.0,1,5
BCwave_b2n1s5,-7,50.04465300995967,2.0,1,5
BCwave_b2n1s5,-6,51.14129415164845,2.0,1,5
BCwave_b2n1s5,-5,51.44876734108804,2.0,1,5
BCwave_b2n1s5,-4,52.97485780047596,2.0,1,5
BCwave_b2n1s5,-3,53.55285924739324,2.0,1,5
BCwave_b2n1s5,-2,53.81334074491588,2.0,1,5
BCwave_b2n1s5,-1,54.48465083925671,2.0,1,5
BCwave_b2n1s5,0,54.9345978515415,2.0,1,5
BCwave_b2n1s5,1,55.34420474833718,2.0,1,5
BCwave_b2n1s5,2,55.7599401920315,2.0,1,5
BCwave_b2n1s5,3,55.97476683800033,2.0,1,5
BCwave_b2n1s5,4,56.6373203624242,2.0,1,5
BCwave_b2n1s5,5,56.72485022387403,2.0,1,5
BCwave_b2n1s5,6,56.95995688277339,2.0,1,5
BCwave_b2n1s5,7,57.43821102144828,2.0,1,5
BCwave_b2n1s5,8,56.987680655646045,2.0,1,5
BCwave_b2n1s5,9,57.48625625479373,2.0,1,5
BCwave_b2n1s5,10,55.990592727351206,2.0,1,5
BCwave_b2n1s5,11,52.44180021932618,2.0,1,5
BCwave_b2n1s5,12,54.7106622483277,2.0,1,5
BCwave_b2n1s5,13,55.58978404081307,2.0,1,5
BCwave_b2n1s5,14,55.20398391054481,2.0,1,5
BCwave_b2n1s5,15,56.01973264143074,2.0,1,5
BCwave_b2n1s5,16,55.54936066317102,2.0,1,5
BCwave_b2n1s5,17,56.90431495516114,2.0,1,5
BCwave_b2n1s5,18,56.27878195968764,2.0,1,5
BCwave_b2n1s5,19,58.415180178490125,2.0,1,5
BCwave_b2n1s5,20,58.41980826273762,2.0,1,5
BCwave_b2n1s5,21,59.0112531922069,2.0,1,5
BCwave_b2n1s5,22,58.59905860191794,2.0,1,5
BCwave_b2n1s5,23,59.80515668536356,2.0,1,5
BCwave_b2n1s5,24,59.82125366342608,2.0,1,5
